chrom	length	bases	mean	min	max
TE_00000513#Unknown	217	157493	725.77	148	902
TE_00000514#Unknown	260	3044	11.71	0	39
TE_00000515#Unknown	248	67411	271.82	55	369
TE_00000516#Unknown	159	146324	920.28	350	1055
TE_00000517#Unknown	82	13011	158.67	86	189
TE_00000518#Unknown	206	90867	441.10	1	570
TE_00000519#Unknown	205	105068	512.53	108	698
TE_00000520#Unknown	146	2442	16.73	4	27
TE_00000521#Unknown	204	91550	448.77	73	690
TE_00000522#Unknown	728	191145	262.56	127	438
TE_00000523#Unknown	348	78140	224.54	29	334
TE_00000524#Unknown	361	61501	170.36	0	356
TE_00000525#Unknown	378	127541	337.41	106	429
TE_00000526#LTR/unknown	88	7907	89.85	42	121
TE_00000527#Unknown	108	27460	254.26	0	340
TE_00000528#Unknown	98	63812	651.14	465	770
TE_00000529#Unknown	107	33548	313.53	49	600
TE_00000530#Unknown	555	20692	37.28	18	49
TE_00000531#Unknown	340	55935	164.51	1	251
TE_00000532#Unknown	107	3726	34.82	24	43
TE_00000533#Unknown	383	69366	181.11	63	226
TE_00000534#Unknown	1647	7797317	4734.25	1272	5642
TE_00000535#Unknown	85	329361	3874.84	921	4721
TE_00000536#Unknown	1308	8731704	6675.61	1991	9339
TE_00000537#Unknown	529	1391866	2631.13	32	11087
TE_00000538#Unknown	175	627397	3585.13	1681	3980
TE_00000539#Unknown	90	125374	1393.04	921	1552
TE_00000540#Unknown	530	444343	838.38	3	3447
TE_00000541#LINE/unknown	939	7836	8.35	0	59
TE_00000542#Unknown	276	756688	2741.62	35	6203
TE_00000543#Unknown	94	176023	1872.59	89	2784
TE_00000544#Unknown	150	188646	1257.64	268	1806
TE_00000545#Unknown	304	294315	968.14	173	2278
TE_00000546#LINE/unknown	2799	6665	2.38	0	31
TE_00000547#Unknown	216	14562	67.42	0	136
TE_00000548#Unknown	96	181770	1893.44	564	2090
TE_00000549#LINE/unknown	3523	73052	20.74	0	95
TE_00000550#Unknown	83	10266	123.69	17	254
TE_00000551#Unknown	417	113700	272.66	50	701
TE_00000552#Unknown	511	96982	189.79	6	597
TE_00000553#Unknown	83	531141	6399.29	486	9031
TE_00000554#Unknown	630	15902	25.24	0	145
TE_00000555#LINE/unknown	1443	29465	20.42	0	170
TE_00000556#LINE/unknown	2464	4185	1.70	0	12
TE_00000557#Unknown	153	475064	3104.99	538	4018
TE_00000558#Unknown	98	2294	23.41	2	36
TE_00000559#Unknown	378	4007	10.60	0	36
TE_00000560#LINE/unknown	2018	30012	14.87	0	156
TE_00000561#Unknown	1709	32123	18.80	0	41
TE_00000562#Unknown	148	514	3.47	0	12
TE_00000563#Unknown	1285	2264	1.76	0	18
TE_00000564#Unknown	126	39221	311.28	30	432
TE_00000565#LINE/unknown	1356	1645	1.21	0	15
TE_00000566#LINE/unknown	1287	5273	4.10	0	77
TE_00000567#Unknown	2047	6702	3.27	0	129
TE_00000568#Unknown	1743	350888	201.31	0	401
TE_00000569#Unknown	277	3644	13.16	0	98
TE_00000570#Unknown	1010	94468	93.53	0	369
TE_00000571#LTR/unknown	1564	5280063	3376.00	2	9829
TE_00000572#Unknown	219	348096	1589.48	395	2789
TE_00000573#Unknown	103	282103	2738.86	1910	3185
TE_00000574#Unknown	1486	4673	3.14	0	25
TE_00000575#Unknown	2139	178280	83.35	0	559
TE_00000576#Unknown	855	18718	21.89	0	152
TE_00000577#Unknown	194	96951	499.75	0	1206
TE_00000578#Unknown	475	39443	83.04	0	227
TE_00000579#Unknown	534	126478	236.85	1	558
TE_00000580#Unknown	169	82131	485.98	320	616
TE_00000581#Unknown	4350	1018576	234.16	11	412
TE_00000582#Unknown	419	173808	414.82	0	654
TE_00000583#Unknown	250	54940	219.76	39	386
TE_00000584#LINE/unknown	3497	21969	6.28	0	62
TE_00000585#Unknown	500	26018	52.04	0	169
TE_00000586#Unknown	2096	870240	415.19	0	966
TE_00000587#Unknown	698	351	0.50	0	4
TE_00000588#DNA/DTH	1813	2373960	1309.41	62	24198
TE_00000589#LTR/unknown	1498	330330	220.51	0	456
TE_00000590#Unknown	3303	17981537	5444.00	0	7931
TE_00000591#Unknown	142	20910	147.25	2	263
TE_00000592#Unknown	299	221790	741.77	97	994
TE_00000593#Unknown	2093	11774520	5625.67	18	8542
TE_00000594#Unknown	3244	310394	95.68	0	785
TE_00000595#Unknown	483	68388	141.59	1	408
TE_00000596#Unknown	131	142900	1090.84	2	1410
TE_00000597#Unknown	2790	67246	24.10	0	97
TE_00000598#Unknown	507	128882	254.21	93	428
TE_00000599#Unknown	823	1685	2.05	0	21
TE_00000600#Unknown	238	1553	6.53	0	30
TE_00000601#Unknown	5641	1525884	270.50	0	643
TE_00000602#Unknown	7980	1759933	220.54	0	616
TE_00000603#Unknown	903	576	0.64	0	10
TE_00000604#Unknown	3101	260293	83.94	0	351
TE_00000605#Unknown	248	3102	12.51	0	40
TE_00000606#Unknown	2331	9300241	3989.81	4	7281
TE_00000607#Unknown	722	585638	811.13	81	1750
TE_00000608#Unknown	343	104353	304.24	100	400
TE_00000609#Unknown	298	1946	6.53	0	34
TE_00000610#Unknown	939	113378	120.74	0	213
TE_00000611#Unknown	1286	46329	36.03	0	1067
TE_00000612#Unknown	132	7890	59.77	0	182
TE_00000613#Unknown	331	84728	255.98	0	452
TE_00000614#Unknown	3134	698257	222.80	23	323
TE_00000615#Unknown	2014	17962	8.92	0	87
TE_00000616#Unknown	82	218276	2661.90	5	4105
TE_00000617#Unknown	464	37891	81.66	5	172
TE_00000618#Unknown	3593	2610255	726.48	3	1179
TE_00000619#Unknown	316	4362	13.80	0	48
TE_00000620#Unknown	771	175186	227.22	142	587
TE_00000621#Unknown	198	30356	153.31	18	230
TE_00000622#LINE/unknown	2222	55044	24.77	0	100
TE_00000623#Unknown	887	97551	109.98	0	1783
TE_00000624#Unknown	844	53765	63.70	0	320
TE_00000625#Unknown	225	166679	740.80	0	1306
TE_00000626#LINE/unknown	1612	82597	51.24	17	71
TE_00000627#Unknown	1468	123390	84.05	0	159
TE_00000628#Unknown	103	7975	77.43	36	94
TE_00000629#Unknown	581	59298	102.06	0	300
TE_00000630#Unknown	745	1432	1.92	0	12
TE_00000631#Unknown	986	39645	40.21	3	77
TE_00000632#Unknown	293	173187	591.08	374	696
TE_00000633#Unknown	193	6480	33.58	0	157
TE_00000634#Unknown	309	9126	29.53	3	101
TE_00000635#LTR/unknown	3584	822554	229.51	0	439
TE_00000636#Unknown	492	33897	68.90	9	91
TE_00000637#Unknown	718	21940	30.56	0	123
TE_00000638#Unknown	266	143635	539.98	323	686
TE_00000639#Unknown	267	196709	736.74	0	1119
TE_00000640#Unknown	112	76533	683.33	7	1254
TE_00000641#Unknown	1272	57401	45.13	0	159
TE_00000642#Unknown	171	407	2.38	0	15
TE_00000643#Unknown	307	278399	906.84	19	1198
TE_00000644#Unknown	2226	16766	7.53	0	43
TE_00000645#Unknown	114	20524	180.04	109	217
TE_00000646#Unknown	1440	6224	4.32	0	36
TE_00000647#Unknown	378	189857	502.27	55	1174
TE_00000648#Unknown	1391	30010	21.57	1	59
TE_00000649#Unknown	1857	46061	24.80	0	136
TE_00000650#Unknown	141	6862	48.67	1	59
TE_00000651#Unknown	230	494195	2148.67	1	9599
TE_00000652#Unknown	1294	29072	22.47	8	46
TE_00000653#Unknown	8146	177823	21.83	0	66
TE_00000654#Unknown	254	90425	356.00	6	1231
TE_00000655#Unknown	386	38353	99.36	2	251
TE_00000656#Unknown	1508	420361	278.75	1	508
TE_00000657#Unknown	1385	304186	219.63	4	370
TE_00000658#Unknown	335	23651	70.60	39	86
TE_00000659#Unknown	2051	213451	104.07	17	189
TE_00000660#Unknown	1228	31798	25.89	0	86
TE_00000661#Unknown	1109	20228	18.24	1	168
TE_00000662#Unknown	932	189617	203.45	1	560
TE_00000663#Unknown	1255	216497	172.51	0	364
TE_00000664#Unknown	1745	232759	133.39	0	438
TE_00000665#Unknown	2237	95543	42.71	0	146
TE_00000666#Unknown	916	20551	22.44	0	92
TE_00000667#Unknown	678	12328	18.18	0	96
TE_00000668#Unknown	160	797019	4981.37	240	5522
TE_00000669#Unknown	761	13939	18.32	0	62
TE_00000670#Unknown	80	235	2.94	0	7
TE_00000671#Unknown	792	61135	77.19	11	174
TE_00000672#Unknown	294	1127	3.83	0	17
TE_00000673#Unknown	99	89373	902.76	457	1113
TE_00000674#Unknown	3170	55291	17.44	0	44
TE_00000675#Unknown	433	4086	9.44	0	59
TE_00000676#Unknown	259	53782	207.65	0	301
TE_00000677#Unknown	876	283670	323.82	34	447
TE_00000678#Unknown	1065	38628	36.27	0	212
TE_00000679#Unknown	786	15735	20.02	0	96
TE_00000680#Unknown	96	2792	29.08	1	44
TE_00000681#Unknown	116	4292	37.00	1	83
TE_00000682#Unknown	1345	15547	11.56	0	130
TE_00000683#Unknown	80	107418	1342.72	100	1607
TE_00000684#DNA/DTM	1249	513004	410.73	0	983
TE_00000685#Unknown	726	19220	26.47	0	71
TE_00000686#Unknown	518	21306	41.13	0	180
TE_00000687#Unknown	1332	360604	270.72	8	454
TE_00000688#Unknown	189	59621	315.46	0	376
TE_00000689#LINE/unknown	1194	9418	7.89	0	101
TE_00000690#Unknown	589	11568	19.64	0	52
TE_00000691#LINE/unknown	2838	30790	10.85	0	32
TE_00000692#Unknown	617	19898	32.25	0	77
TE_00000693#Unknown	3042	19961	6.56	0	85
TE_00000694#Unknown	4272	1039823	243.40	101	351
TE_00000695#Unknown	1043	2082834	1996.96	43	3141
TE_00000696#Unknown	870	613176	704.80	31	886
TE_00000697#Unknown	6668	54878	8.23	0	49
TE_00000698#Unknown	1849	4351588	2353.48	272	3335
TE_00000699#Unknown	141	71	0.50	0	3
TE_00000700#Unknown	509	1228	2.41	0	11
TE_00000701#Unknown	286	4678	16.36	0	25
TE_00000702#Unknown	1005	6972	6.94	0	17
TE_00000703#Unknown	1468	6946	4.73	0	82
TE_00000704#Unknown	800	27804	34.76	0	399
TE_00000705#Unknown	758	3958	5.22	0	26
TE_00000706#Unknown	167	161	0.96	0	3
TE_00000707#Unknown	10702	5842310	545.91	11	2545
TE_00000708#Unknown	655	15923	24.31	0	114
TE_00000709#Unknown	127	2477	19.50	1	34
TE_00000710#Unknown	12555	7056017	562.01	0	9590
TE_00000711#Unknown	203	18665	91.95	0	729
TE_00000712#Unknown	2005	15343	7.65	0	36
TE_00000713#Unknown	300	124448	414.83	0	1010
TE_00000714#LINE/unknown	1007	32427	32.20	0	55
TE_00000715#Unknown	882	46480	52.70	10	72
TE_00000716#Unknown	1119	42941	38.37	0	74
TE_00000717#Unknown	680	180385	265.27	1	369
TE_00000718#Unknown	443	1116962	2521.36	543	3755
TE_00000719#Unknown	559	163766	292.96	27	759
TE_00000720#Unknown	9929	89194	8.98	1	37
TE_00000721#Unknown	315	16438	52.18	1	158
TE_00000722#Unknown	246	5434	22.09	0	107
TE_00000723#Unknown	204	37135	182.03	11	233
TE_00000724#Unknown	1622	735183	453.26	5	733
TE_00000725#Unknown	1121	23746	21.18	0	174
TE_00000726#Unknown	514	9670	18.81	0	124
TE_00000727#Unknown	6124	548799	89.61	2	306
TE_00000728#Unknown	952	14270	14.99	0	43
TE_00000729#Unknown	481	100953	209.88	31	355
TE_00000730#Unknown	705	5430	7.70	0	21
TE_00000731#Unknown	316	1379	4.36	0	27
TE_00000732#Unknown	976	112673	115.44	6	334
TE_00000733#LTR/unknown	1372	154095	112.31	0	220
TE_00000734#Unknown	2309	738676	319.91	110	543
TE_00000735#TIR/Tc1_Mariner	1439	77776	54.05	0	156
TE_00000736#Unknown	477	46931	98.39	0	196
TE_00000737#Unknown	367	9826	26.77	0	101
TE_00000738#Unknown	243	57911	238.32	94	322
TE_00000739#Unknown	131	213	1.63	0	5
TE_00000740#Unknown	1286	24554	19.09	0	43
TE_00000741#Unknown	2497	39487	15.81	0	44
TE_00000742#Unknown	477	9920	20.80	0	133
TE_00000743#Unknown	3376	84314	24.97	0	94
TE_00000744#LINE/unknown	845	24844	29.40	0	98
TE_00000745#Unknown	242	75	0.31	0	1
TE_00000746#Unknown	2780	66465	23.91	0	143
TE_00000747#Unknown	4518	348970	77.24	2	738
TE_00000748#Unknown	449	100	0.22	0	1
TE_00000749#Unknown	2325	20597	8.86	0	44
TE_00000750#Unknown	521	60303	115.74	1	759
TE_00000751#Unknown	577	105548	182.93	2	593
TE_00000752#Unknown	267	2017	7.55	0	21
TE_00000753#Unknown	1441	12890	8.95	0	28
TE_00000754#Unknown	1203	306105	254.45	11	1549
TE_00000755#Unknown	352	6519	18.52	0	55
TE_00000756#Unknown	2910	889091	305.53	0	466
TE_00000757#Unknown	389	8185	21.04	0	36
TE_00000758#Unknown	1608	19389	12.06	0	50
TE_00000759#LINE/unknown	619	186	0.30	0	6
TE_00000760#DNA/DTM	2970	11991	4.04	0	28
TE_00000761#Unknown	608	17561	28.88	9	48
TE_00000762#Unknown	152	196729	1294.27	0	3471
TE_00000763#Unknown	621	223514	359.93	29	505
TE_00000764#DNA/DTM	521	33947	65.16	1	146
TE_00000765#DNA/DTT	2853	22338	7.83	0	154
TE_00000766#DNA/DTH	1967	276126	140.38	0	1822
TE_00000767#DNA/Helitron	13359	141736	10.61	0	922
TE_00000768#DNA/Helitron	11003	1484260	134.90	0	2531
TE_00000769#DNA/DTT	804	49162	61.15	0	343
TE_00000770#DNA/DTT	2047	18243	8.91	0	99
TE_00000771#DNA/DTC	3506	466496	133.06	0	813
TE_00000772#DNA/DTC	2193	24962	11.38	0	54
TE_00000773#DNA/Helitron	189	722	3.82	0	9
TE_00000774#DNA/DTT	1326	18134	13.68	0	201
TE_00000775#DNA/DTT	909	7202	7.92	0	19
TE_00000776#DNA/DTM	1029	21774	21.16	1	77
TE_00000777#DNA/Helitron	7760	163313	21.05	0	685
TE_00000778#DNA/DTT	2031	42731	21.04	0	147
TE_00000779#DNA/Helitron	5474	251280	45.90	0	1873
TE_00000780#DNA/DTC	3893	809494	207.94	0	1901
TE_00000781#DNA/DTT	2260	22027	9.75	0	127
TE_00000782#DNA/DTH	1079	22747	21.08	0	60
TE_00000783#DNA/DTT	2195	52280	23.82	0	50
TE_00000784#DNA/DTM	706	10965	15.53	4	26
TE_00000785#DNA/Helitron	1991	5723	2.87	0	12
TE_00000786#DNA/DTT	2137	65285	30.55	1	177
TE_00000787#DNA/DTT	3347	112037	33.47	0	488
TE_00000788#DNA/DTM	2368	44869	18.95	0	138
TE_00000789#DNA/DTC	3966	112051	28.25	2	125
TE_00000790#DNA/Helitron	9257	552666	59.70	0	858
TE_00000791#DNA/DTC	2661	2133459	801.75	0	4217
TE_00000792#DNA/DTM	817	100453	122.95	0	810
TE_00000793#DNA/Helitron	5628	149295	26.53	0	612
TE_00000794#DNA/Helitron	607	7730	12.73	0	83
TE_00000795#DNA/Helitron	12485	23589406	1889.42	0	10363
TE_00000796#DNA/DTT	1195	17084	14.30	0	214
TE_00000797#DNA/DTT	3390	18601	5.49	0	18
TE_00000798#DNA/Helitron	11873	567331	47.78	0	872
TE_00000799#DNA/DTT	1455	19303	13.27	0	250
TE_00000800#DNA/DTT	4309	677109	157.14	1	2793
TE_00000801#DNA/DTT	737	1475	2.00	0	11
TE_00000802#DNA/Helitron	11124	254318	22.86	0	427
TE_00000803#DNA/DTC	3227	250579	77.65	1	391
TE_00000804#DNA/DTT	2209	27835	12.60	0	42
TE_00000805#DNA/DTC	3154	44716	14.18	0	75
TE_00000806#DNA/Helitron	6112	79513	13.01	0	149
TE_00000807#DNA/Helitron	3989	129163	32.38	0	119
TE_00000808#DNA/Helitron	5159	56348	10.92	0	193
TE_00000809#DNA/DTT	2240	14004	6.25	0	43
TE_00000810#DNA/Helitron	7832	187074	23.89	0	208
TE_00000811#DNA/DTT	2760	16187	5.86	0	64
TE_00000812#DNA/DTT	1121	10345	9.23	0	55
TE_00000813#DNA/DTC	1853	761510	410.96	0	19950
TE_00000814#DNA/Helitron	7255	168642	23.24	0	616
TE_00000815#DNA/Helitron	4711	61673	13.09	0	49
TE_00000816#DNA/DTC	3407	128149	37.61	1	174
TE_00000817#DNA/DTM	3006	155952	51.88	2	197
TE_00000818#DNA/DTT	1929	54597	28.30	0	600
TE_00000819#DNA/Helitron	7935	127753	16.10	0	395
TE_00000820#DNA/Helitron	6875	80247	11.67	0	227
TE_00000821#DNA/Helitron	4274	12466	2.92	0	54
TE_00000822#DNA/DTT	2436	13156	5.40	0	57
TE_00000823#DNA/DTT	1909	9855	5.16	0	37
TE_00000824#DNA/DTT	2109	41797	19.82	1	334
TE_00000825#DNA/DTT	4023	30350	7.54	0	115
TE_00000826#DNA/DTT	3349	66818	19.95	1	891
TE_00000827#DNA/DTT	1469	12564	8.55	0	65
TE_00000828#DNA/DTT	2381	54475	22.88	0	782
TE_00000829#DNA/DTT	2339	52437	22.42	1	558
TE_00000830#MITE/DTC	241	858	3.56	0	6
TE_00000831#DNA/DTT	3062	13037	4.26	0	46
TE_00000832#DNA/DTT	1945	22164	11.40	0	185
TE_00000833#DNA/DTT	871	15940	18.30	2	99
TE_00000834#DNA/DTT	2185	12528	5.73	0	153
TE_00000835#DNA/DTT	1905	29435	15.45	0	255
TE_00000836#DNA/DTT	1980	18685	9.44	0	170
TE_00000837#DNA/DTC	3840	822755	214.26	2	2941
TE_00000838#DNA/DTC	4443	167625	37.73	4	121
TE_00000839#DNA/Helitron	10607	34906109	3290.86	0	33503
TE_00000840#DNA/Helitron	4915	259109	52.72	0	1598
TE_00000841#DNA/DTT	1626	384367	236.39	0	2236
TE_00000842#DNA/DTM	645	1696	2.63	0	7
TE_00000843#DNA/DTT	678	1758872	2594.21	0	8882
TE_00000844#DNA/DTT	2153	8722478	4051.31	6	6167
TE_00000845#DNA/DTT	2394	37060	15.48	0	99
TE_00000846#DNA/Helitron	4015	383043	95.40	0	1747
TE_00000847#DNA/Helitron	8430	253746	30.10	0	139
TE_00000848#DNA/DTT	1563	20234	12.95	0	99
TE_00000849#DNA/DTT	2044	81265	39.76	0	804
TE_00000850#DNA/DTC	3804	879065	231.09	6	896
TE_00000851#DNA/DTT	2006	41157	20.52	0	474
TE_00000852#DNA/DTT	2924	199390	68.19	1	1058
TE_00000853#DNA/DTT	1781	16134	9.06	0	143
TE_00000854#DNA/DTT	1779	16337	9.18	0	139
TE_00000855#DNA/Helitron	2304	51782	22.47	0	203
TE_00000856#DNA/DTC	3454	67591	19.57	0	126
TE_00000857#DNA/DTT	2216	10608	4.79	0	23
TE_00000858#DNA/DTT	2982	27652	9.27	0	131
TE_00000859#DNA/DTT	3150	134517	42.70	1	2842
TE_00000860#DNA/Helitron	1012	8316	8.22	1	40
TE_00000861#DNA/DTC	4339	537140	123.79	3	634
TE_00000862#DNA/DTT	3580	219963	61.44	0	1288
TE_00000863#DNA/DTT	1947	8538	4.39	1	15
TE_00000864#DNA/DTT	1206	9840	8.16	1	33
TE_00000865#DNA/Helitron	4192	1172653	279.74	1	2825
TE_00000866#DNA/Helitron	4155	62761	15.10	1	336
TE_00000867#DNA/DTT	3666	195840	53.42	3	242
TE_00000868#DNA/Helitron	2521	32148	12.75	1	36
TE_00000869#DNA/DTM	1004	14131	14.07	0	60
TE_00000870#DNA/DTT	2914	381649	130.97	0	2180
TE_00000871#DNA/DTM	765	12758	16.68	2	30
TE_00000872#DNA/DTT	1130	11559	10.23	1	169
TE_00000873#DNA/DTT	1342	267194	199.10	1	1275
TE_00000874#DNA/DTT	979	5945	6.07	1	39
TE_00000875#DNA/DTT	1786	18940	10.60	0	157
TE_00000876#DNA/Helitron	3819	70880	18.56	0	94
TE_00000877#DNA/DTT	4200	2026313	482.46	0	4927
TE_00000878#DNA/Helitron	1120	13788	12.31	0	190
TE_00000879#DNA/DTH	979	183923	187.87	2	339
TE_00000880#DNA/DTT	2758	78637	28.51	0	748
TE_00000881_INT#LTR/unknown	289	335628	1161.34	9	1898
TE_00000882#DNA/DTT	1728	10890	6.30	0	20
TE_00000883#DNA/DTM	3903	82737	21.20	0	106
TE_00000884#DNA/DTT	1836	17440	9.50	0	147
TE_00000885#DNA/DTT	2840	12223	4.30	0	38
TE_00000886#DNA/DTT	3818	60666	15.89	0	185
TE_00000887#DNA/DTC	4555	197792	43.42	0	320
TE_00000888#DNA/DTM	1035	27325	26.40	5	69
TE_00000889#DNA/Helitron	681	5179	7.60	0	14
TE_00000890#DNA/Helitron	8561	146165	17.07	0	55
TE_00000891#DNA/DTT	2823	278919	98.80	0	2821
TE_00000892#DNA/DTM	788	9032	11.46	0	53
TE_00000893#DNA/DTC	2895	311412	107.57	10	412
TE_00000894#DNA/Helitron	4820	97917	20.31	0	61
TE_00000895#DNA/DTT	666	2697	4.05	1	14
TE_00000896#DNA/DTM	615	69307	112.69	1	682
TE_00000897#DNA/Helitron	8461	1181995	139.70	1	2215
TE_00000898#DNA/Helitron	3013	15869	5.27	0	92
TE_00000899#DNA/DTM	1141	23992	21.03	2	55
TE_00000900#DNA/Helitron	2849	29729	10.43	1	96
TE_00000901#DNA/Helitron	4948	150038	30.32	0	697
TE_00000902#DNA/Helitron	6701	20331	3.03	0	39
TE_00000903#DNA/DTH	898	96177	107.10	10	219
TE_00000904#DNA/DTT	1228	77201	62.87	2	721
TE_00000905#DNA/DTT	1743	105303	60.41	0	422
TE_00000906#DNA/DTT	2212	12134	5.49	0	50
TE_00000907#DNA/DTT	876	30971	35.36	0	383
TE_00000908#DNA/DTT	1398	3048	2.18	0	12
TE_00000909#DNA/Helitron	8070	459575	56.95	0	1188
TE_00000910#DNA/DTT	2467	175839	71.28	0	2013
TE_00000911#DNA/DTT	1989	131974	66.35	0	1101
TE_00000912#DNA/Helitron	6407	103156	16.10	0	527
TE_00000913#DNA/DTT	925	13566	14.67	1	230
TE_00000914#DNA/DTT	1421	36578	25.74	0	471
TE_00000915#DNA/DTT	525	14754	28.10	1	159
TE_00000916#DNA/DTT	1911	22365	11.70	0	142
TE_00000917#DNA/DTT	1649	9848	5.97	0	37
TE_00000918#DNA/DTT	1033	38583	37.35	0	281
TE_00000919#DNA/DTT	2264	96174	42.48	0	414
TE_00000920#DNA/DTH	2610	138654	53.12	0	861
TE_00000921#DNA/DTT	1177	20146	17.12	0	96
TE_00000922#DNA/DTT	473	6001	12.69	1	71
TE_00000923#DNA/Helitron	2581	40880	15.84	0	155
TE_00000924#DNA/DTT	1368	12403	9.07	0	116
TE_00000925#DNA/DTT	550	12719	23.13	0	111
TE_00000926#DNA/Helitron	13633	689729	50.59	0	429
TE_00000927#DNA/DTT	3565	21453	6.02	0	165
TE_00000928#DNA/Helitron	3150	91335	29.00	1	318
TE_00000929#DNA/DTT	2302	33993	14.77	0	335
TE_00000930#DNA/DTM	1493	8618	5.77	0	25
TE_00000931#DNA/Helitron	2838	16317	5.75	0	108
TE_00000932#DNA/DTT	515	22251	43.21	0	368
TE_00000933#DNA/DTT	567	3548	6.26	0	67
TE_00000934#DNA/DTM	623	63493	101.91	2	232
TE_00000935_INT#LTR/Gypsy	1263	703295	556.84	0	2037
TE_00000936#DNA/Helitron	2200	47812	21.73	0	302
TE_00000937#DNA/Helitron	8502	90915	10.69	0	162
TE_00000938#DNA/Helitron	4645	33741	7.26	0	79
TE_00000939#DNA/DTT	3936	22872	5.81	0	61
TE_00000940#DNA/DTH	2541	14938	5.88	0	87
TE_00000941#DNA/DTT	1601	14465	9.03	0	100
TE_00000942#DNA/DTC	2033	11076	5.45	0	18
TE_00000943#DNA/Helitron	3239	96274	29.72	0	217
TE_00000944#DNA/DTT	3025	35593	11.77	0	250
TE_00000945#DNA/DTT	2421	29671	12.26	0	165
TE_00000946#DNA/DTT	2859	83480	29.20	0	820
TE_00000947#DNA/DTT	1789	246565	137.82	0	3708
TE_00000948#DNA/DTM	1030	14164	13.75	0	55
TE_00000949#DNA/Helitron	4583	118477	25.85	1	642
TE_00000950#DNA/DTT	3482	112437	32.29	0	662
TE_00000951#DNA/DTT	2790	14145	5.07	0	18
TE_00000952#DNA/DTM	3038	220413	72.55	0	164
TE_00000953#DNA/DTT	2399	30517	12.72	0	211
TE_00000954#DNA/DTC	4210	579411	137.63	2	659
TE_00000955#DNA/DTT	3113	1210764	388.94	0	990
TE_00000956#DNA/DTT	2467	35610	14.43	1	166
TE_00000957#DNA/DTM	1122	34032	30.33	6	93
TE_00000958#DNA/DTC	695	123456	177.63	0	492
TE_00000959#DNA/Helitron	2092	20429	9.77	1	27
TE_00000960#DNA/Helitron	14669	120555	8.22	0	155
TE_00000961#DNA/DTC	2232	16478	7.38	1	24
TE_00000962#DNA/Helitron	9553	247144	25.87	0	183
TE_00000963#DNA/Helitron	3031	46616	15.38	0	320
TE_00000964#DNA/DTH	783	65338	83.45	5	202
TE_00000965#DNA/DTT	1289	43991	34.13	1	215
TE_00000966#DNA/DTC	3144	217708	69.25	0	542
TE_00000967#DNA/Helitron	8381	144288	17.22	0	543
TE_00000968#DNA/Helitron	10103	275080	27.23	0	1349
TE_00000969#DNA/Helitron	4614	71624	15.52	0	273
TE_00000970#DNA/DTH	920	35916	39.04	0	116
TE_00000971#MITE/DTM	168	1242	7.39	0	12
TE_00000972#DNA/DTM	3727	26533	7.12	0	23
TE_00000973#DNA/DTT	3317	79193	23.87	1	148
TE_00000974#DNA/DTT	2246	11752	5.23	0	45
TE_00000975#DNA/DTM	1026	56459	55.03	4	178
TE_00000976#DNA/DTM	2250	14851	6.60	0	62
TE_00000977#DNA/DTT	2909	203504	69.96	0	458
TE_00000978#DNA/DTH	786	209509	266.55	16	1041
TE_00000979#DNA/DTM	665	1364	2.05	0	5
TE_00000980#DNA/DTT	3226	482053	149.43	0	4018
TE_00000981#DNA/DTT	3584	110001	30.69	0	271
TE_00000982#DNA/Helitron	9670	476120	49.24	0	1505
TE_00000983#DNA/DTH	953	180554	189.46	2	538
TE_00000984#DNA/DTC	3654	237192	64.91	2	472
TE_00000985#DNA/DTT	3009	16857	5.60	0	82
TE_00000986#DNA/DTT	3624	41946	11.57	0	166
TE_00000987#DNA/DTT	3684	40821	11.08	0	250
TE_00000988#DNA/DTM	1228	11641	9.48	1	75
TE_00000989#DNA/DTT	484	235528	486.63	1	1577
